cod_com,comuna,agno,grado,prom_lect2m_com,prom_mate2m_com,dif_lect2m_com,dif_mate2m_com,sigdif_lect2m_com,sigdif_mate2m_com
8415,RÁNQUIL,2017,2m,220,219,-17,-11,Negativa y significativa,No significativa
14204,RÍO BUENO,2017,2m,251,246,12,2,Positiva y significativa,No significativa
7108,RÍO CLARO,2017,2m,228,228,-19,1,Negativa y significativa,No significativa
4305,RÍO HURTADO,2017,2m,249,229,15,19,Positiva y significativa,Positiva y significativa
11402,RÍO IBÁÑEZ,2017,2m,212,219,-2,16,No significativa,No significativa
10305,RÍO NEGRO,2017,2m,253,250,0,5,No significativa,No significativa
12103,RÍO VERDE,2017,2m,NA,NA,NA,NA,NA,NA
9116,SAAVEDRA,2017,2m,227,202,7,8,No significativa,No significativa
7307,SAGRADA FAMILIA,2017,2m,242,217,36,23,Positiva y significativa,Positiva y significativa
4204,SALAMANCA,2017,2m,245,244,-2,2,No significativa,No significativa
5601,SAN ANTONIO,2017,2m,257,261,11,5,Positiva y significativa,No significativa
13401,SAN BERNARDO,2017,2m,249,261,13,5,Positiva y significativa,No significativa
8416,SAN CARLOS,2017,2m,253,267,0,3,No significativa,No significativa
7109,SAN CLEMENTE,2017,2m,234,223,19,7,Positiva y significativa,No significativa
5304,SAN ESTEBAN,2017,2m,227,199,-13,-5,No significativa,No significativa
8417,SAN FABIÁN,2017,2m,259,252,14,-9,Positiva y significativa,No significativa
5701,SAN FELIPE,2017,2m,263,272,3,-3,No significativa,No significativa
6301,SAN FERNANDO,2017,2m,252,261,-2,-4,No significativa,No significativa
12104,SAN GREGORIO,2017,2m,NA,NA,NA,NA,NA,NA
8418,SAN IGNACIO,2017,2m,239,228,-1,-1,No significativa,No significativa
7406,SAN JAVIER,2017,2m,265,295,15,25,Positiva y significativa,Positiva y significativa
13129,SAN JOAQUÍN,2017,2m,229,246,9,-4,Positiva y significativa,No significativa
13203,SAN JOSÉ DE MAIPO,2017,2m,248,238,12,0,Positiva y significativa,No significativa
10306,SAN JUAN DE LA COSTA,2017,2m,227,221,-3,6,No significativa,No significativa
13130,SAN MIGUEL,2017,2m,247,255,7,-3,Positiva y significativa,No significativa
8419,SAN NICOLÁS,2017,2m,299,333,23,20,Positiva y significativa,Positiva y significativa
10307,SAN PABLO,2017,2m,238,226,5,-5,No significativa,No significativa
13505,SAN PEDRO,2017,2m,234,212,2,-16,No significativa,Negativa y significativa
2203,SAN PEDRO DE ATACAMA,2017,2m,258,264,8,4,No significativa,No significativa
8108,SAN PEDRO DE LA PAZ,2017,2m,264,295,13,0,Positiva y significativa,No significativa
7110,SAN RAFAEL,2017,2m,NA,NA,NA,NA,NA,NA
13131,SAN RAMÓN,2017,2m,241,243,4,-11,No significativa,Negativa y significativa
8310,SAN ROSENDO,2017,2m,213,224,-13,-19,No significativa,No significativa
6117,SAN VICENTE,2017,2m,248,261,-7,-6,Negativa y significativa,No significativa
8311,SANTA BÁRBARA,2017,2m,233,219,8,1,No significativa,No significativa
6310,SANTA CRUZ,2017,2m,265,282,3,-1,No significativa,No significativa
8109,SANTA JUANA,2017,2m,238,250,1,7,No significativa,No significativa
5706,SANTA MARÍA,2017,2m,242,231,-5,-4,No significativa,No significativa
13101,SANTIAGO,2017,2m,254,276,2,-6,No significativa,No significativa
5606,SANTO DOMINGO,2017,2m,254,257,5,4,No significativa,No significativa
2103,SIERRA GORDA,2017,2m,234,200,0,0,No significativa,No significativa
13601,TALAGANTE,2017,2m,254,265,9,1,Positiva y significativa,No significativa
7101,TALCA,2017,2m,252,266,4,2,No significativa,No significativa
8110,TALCAHUANO,2017,2m,251,266,7,4,Positiva y significativa,No significativa
2104,TALTAL,2017,2m,224,228,-10,14,Negativa y significativa,Positiva y significativa
9101,TEMUCO,2017,2m,251,271,-2,-3,No significativa,No significativa
7308,TENO,2017,2m,261,280,-13,-11,Negativa y significativa,Negativa y significativa
9117,TEODORO SCHMIDT,2017,2m,218,201,-6,-3,No significativa,No significativa
3103,TIERRA AMARILLA,2017,2m,195,182,-19,-12,Negativa y significativa,No significativa
13303,TIL TIL,2017,2m,235,228,11,9,Positiva y significativa,No significativa
12303,TIMAUKEL,2017,2m,NA,NA,NA,NA,NA,NA
8207,TIRÚA,2017,2m,227,220,2,0,No significativa,No significativa
2301,TOCOPILLA,2017,2m,247,227,9,1,Positiva y significativa,No significativa
9118,TOLTÉN,2017,2m,244,239,0,11,No significativa,No significativa
8111,TOMÉ,2017,2m,220,224,15,0,Positiva y significativa,No significativa
12402,TORRES DEL PAINE,2017,2m,NA,NA,NA,NA,NA,NA
11303,TORTEL,2017,2m,NA,NA,NA,NA,NA,NA
9210,TRAIGUÉN,2017,2m,240,235,3,5,No significativa,No significativa
8420,TREGUACO,2017,2m,251,272,22,35,Positiva y significativa,Positiva y significativa
8312,TUCAPEL,2017,2m,249,233,-6,-5,No significativa,No significativa
14101,VALDIVIA,2017,2m,257,264,4,-1,No significativa,No significativa
3301,VALLENAR,2017,2m,254,259,5,9,No significativa,Positiva y significativa
5101,VALPARAÍSO,2017,2m,247,263,6,2,Positiva y significativa,No significativa
7309,VICHUQUÉN,2017,2m,244,241,12,-13,No significativa,No significativa
9211,VICTORIA,2017,2m,241,242,1,-6,No significativa,No significativa
4106,VICUÑA,2017,2m,236,245,-2,-4,No significativa,No significativa
9119,VILCÚN,2017,2m,245,245,3,15,No significativa,Positiva y significativa
7407,VILLA ALEGRE,2017,2m,230,205,18,8,Positiva y significativa,No significativa
5804,VILLA ALEMANA,2017,2m,255,282,-2,0,No significativa,No significativa
9120,VILLARRICA,2017,2m,249,256,-3,-3,No significativa,No significativa
13132,VITACURA,2017,2m,283,331,-6,-6,No significativa,No significativa
5109,VIÑA DEL MAR,2017,2m,256,281,0,-3,No significativa,No significativa
7408,YERBAS BUENAS,2017,2m,228,231,2,8,No significativa,No significativa
8313,YUMBEL,2017,2m,251,252,9,6,Positiva y significativa,No significativa
8421,YUNGAY,2017,2m,260,273,-1,11,No significativa,Positiva y significativa
5405,ZAPALLAR,2017,2m,268,291,25,13,Positiva y significativa,Positiva y significativa
8409,ÑIQUÉN,2017,2m,224,223,0,-10,No significativa,No significativa
13120,ÑUÑOA,2017,2m,253,278,2,-2,No significativa,No significativa
1101,Iquique,2018,2m,252,263,3,-1,0,0
1107,Alto Hospicio,2018,2m,244,253,0,-1,0,0
1401,Pozo Almonte,2018,2m,237,239,22,24,1,1
1402,Camiña,2018,2m,221,230,13,11,0,0
1403,Colchane,2018,2m,214,213,32,19,0,0
1404,Huara,2018,2m,220,197,-28,-42,-1,-1
1405,Pica,2018,2m,228,228,15,16,1,1
2101,Antofagasta,2018,2m,249,258,-4,-2,0,0
2102,Mejillones,2018,2m,220,207,-19,-7,-1,0
2103,Sierra Gorda,2018,2m,219,210,-15,10,0,0
2104,Taltal,2018,2m,228,226,4,-2,0,0
2301,Tocopilla,2018,2m,237,230,-10,3,-1,0
2302,María Elena,2018,2m,233,240,5,20,0,1
2201,Calama,2018,2m,251,264,-7,-9,-1,-1
2202,Ollagüe,2018,2m,NA,NA,NA,NA,NA,NA
2203,San Pedro de Atacama,2018,2m,247,279,-11,15,0,1
3101,Copiapó,2018,2m,242,255,-6,-6,0,0
3102,Caldera,2018,2m,235,227,-12,-16,-1,-1
3103,Tierra Amarilla,2018,2m,200,193,5,11,0,0
3201,Chañaral,2018,2m,227,223,-1,10,0,0
3202,Diego de Almagro,2018,2m,246,249,6,-1,0,0
3301,Vallenar,2018,2m,245,253,-9,-6,-1,0
3302,Alto del Carmen,2018,2m,236,215,7,11,0,0
3303,Freirina,2018,2m,220,206,-26,-13,-1,0
3304,Huasco,2018,2m,240,237,6,29,0,1
4101,La Serena,2018,2m,253,270,-7,-9,-1,-1
4102,Coquimbo,2018,2m,252,264,-5,-3,0,0
4103,Andacollo,2018,2m,244,255,-16,12,-1,0
4104,La Higuera,2018,2m,209,175,-27,-33,-1,-1
4105,Paihuano,2018,2m,238,217,-1,-20,0,0
4106,Vicuña,2018,2m,239,244,3,-1,0,0
4202,Canela,2018,2m,237,247,0,15,0,1
4203,Los Vilos,2018,2m,250,257,12,8,1,0
4204,Salamanca,2018,2m,242,244,-3,0,0,0
4301,Ovalle,2018,2m,253,266,-9,3,-1,0
4302,Combarbalá,2018,2m,241,242,-17,2,-1,0
4303,Monte Patria,2018,2m,236,233,6,0,0,0
4304,Punitaqui,2018,2m,255,260,14,21,1,1
4305,Río Hurtado,2018,2m,244,241,-5,12,0,0
4201,Illapel,2018,2m,236,233,0,-1,0,0
5401,La Ligua,2018,2m,242,248,4,2,0,0
5402,Cabildo,2018,2m,242,255,-1,3,0,0
5403,Papudo,2018,2m,227,218,-3,1,0,0
5404,Petorca,2018,2m,242,243,3,5,0,0
5405,Zapallar,2018,2m,250,273,-18,-18,-1,-1
5501,Quillota,2018,2m,250,268,-11,-11,-1,-1
5605,El Tabo,2018,2m,221,215,-15,-10,-1,0
5606,Santo Domingo,2018,2m,255,250,1,-7,0,0
5801,Quilpué,2018,2m,250,262,2,-3,0,0
5804,Villa Alemana,2018,2m,257,281,2,-1,0,0
5601,San Antonio,2018,2m,251,255,-6,-6,0,0
5602,Algarrobo,2018,2m,240,232,1,-3,0,0
5603,Cartagena,2018,2m,239,251,2,14,0,1
5604,El Quisco,2018,2m,251,239,13,6,0,0
5103,Concón,2018,2m,268,294,-8,-7,-1,0
5104,Juan Fernández,2018,2m,246,251,-3,-19,0,0
5105,Puchuncaví,2018,2m,229,231,7,14,0,1
5107,Quintero,2018,2m,244,260,-10,-12,-1,-1
5109,Viña del Mar,2018,2m,255,277,-1,-4,0,0
5201,Isla de Pascua,2018,2m,233,249,2,9,0,0
5703,Llaillay,2018,2m,241,240,-2,-6,0,0
5704,Panquehue,2018,2m,274,293,12,20,0,1
5705,Putaendo,2018,2m,245,242,11,17,0,1
5706,Santa María,2018,2m,241,244,-1,13,0,1
5101,Valparaíso,2018,2m,247,258,0,-5,0,0
5102,Casablanca,2018,2m,242,247,-8,-10,0,-1
5301,Los Andes,2018,2m,248,249,1,-4,0,0
5302,Calle Larga,2018,2m,241,250,8,7,0,0
5303,Rinconada,2018,2m,261,275,-7,10,0,0
5304,San Esteban,2018,2m,231,227,4,28,0,1
5701,San Felipe,2018,2m,261,276,-2,4,0,0
5702,Catemu,2018,2m,241,239,1,-8,0,0
5502,La Calera,2018,2m,242,259,-12,-14,-1,-1
5503,Hijuelas,2018,2m,242,249,-5,13,0,1
5504,La Cruz,2018,2m,238,233,14,18,1,1
5506,Nogales,2018,2m,241,238,7,1,0,0
5802,Limache,2018,2m,240,241,-2,1,0,0
5803,Olmué,2018,2m,228,231,6,8,0,0
6101,Rancagua,2018,2m,256,277,-7,-1,-1,0
6102,Codegua,2018,2m,237,224,21,15,1,0
6103,Coinco,2018,2m,226,223,-26,-15,-1,0
6104,Coltauco,2018,2m,225,230,-8,5,0,0
6105,Doñihue,2018,2m,237,268,-20,-16,-1,-1
6106,Graneros,2018,2m,227,217,1,-3,0,0
6204,Marchihue,2018,2m,237,253,11,15,0,0
6205,Navidad,2018,2m,248,243,7,9,0,0
6206,Paredones,2018,2m,202,203,-23,-26,-1,-1
6308,Placilla,2018,2m,212,224,-27,-3,-1,0
6309,Pumanque,2018,2m,NA,NA,NA,NA,NA,NA
6310,Santa Cruz,2018,2m,259,281,-6,-1,0,0
6201,Pichilemu,2018,2m,247,255,-3,2,0,0
6202,La Estrella,2018,2m,NA,NA,NA,NA,NA,NA
6203,Litueche,2018,2m,248,237,-18,-21,-1,-1
6302,Chépica,2018,2m,218,218,-14,-15,-1,-1
6303,Chimbarongo,2018,2m,244,244,-4,-15,0,-1
6304,Lolol,2018,2m,251,239,7,10,0,0
6305,Nancagua,2018,2m,242,269,11,16,1,1
6306,Palmilla,2018,2m,229,228,10,18,0,0
6307,Peralillo,2018,2m,241,235,14,13,1,1
6108,Machalí,2018,2m,265,296,-1,-4,0,0
6109,Malloa,2018,2m,255,219,-5,-9,0,0
6110,Mostazal,2018,2m,223,220,7,11,0,0
6111,Olivar,2018,2m,244,249,-9,-8,0,0
6112,Peumo,2018,2m,244,249,2,5,0,0
6301,San Fernando,2018,2m,249,255,-3,-6,0,0
6113,Pichidegua,2018,2m,219,229,0,13,0,0
6114,Quinta de Tilcoco,2018,2m,234,244,-7,-13,0,-1
6115,Rengo,2018,2m,244,253,-3,-4,0,0
6116,Requínoa,2018,2m,227,252,-22,-11,-1,-1
6117,San Vicente,2018,2m,244,261,-4,0,0,0
6107,Las Cabras,2018,2m,230,228,-5,-13,0,-1
7301,Curicó,2018,2m,259,278,-2,-5,0,0
7308,Teno,2018,2m,250,275,-11,-5,-1,0
7309,Vichuquén,2018,2m,264,254,20,13,1,0
7302,Hualañé,2018,2m,244,249,-15,-5,-1,0
7303,Licantén,2018,2m,251,255,-3,-4,0,0
7304,Molina,2018,2m,232,231,-12,-8,-1,0
7406,San Javier,2018,2m,254,277,-11,-18,-1,-1
7407,Villa Alegre,2018,2m,223,207,-7,2,0,0
7408,Yerbas Buenas,2018,2m,217,223,-11,-8,0,0
7201,Cauquenes,2018,2m,243,243,-3,-7,0,0
7202,Chanco,2018,2m,224,216,22,18,1,1
7203,Pelluhue,2018,2m,234,240,-5,-3,0,0
7110,San Rafael,2018,2m,NA,NA,NA,NA,NA,NA
7401,Linares,2018,2m,253,275,-16,-11,-1,-1
7402,Colbún,2018,2m,223,229,-16,4,-1,0
7403,Longaví,2018,2m,228,229,-2,4,0,0
7404,Parral,2018,2m,250,262,-12,-13,-1,-1
7405,Retiro,2018,2m,238,252,-2,17,0,1
7104,Empedrado,2018,2m,231,240,2,-11,0,0
7105,Maule,2018,2m,235,240,-3,-12,0,-1
7106,Pelarco,2018,2m,207,219,-3,14,0,0
7107,Pencahue,2018,2m,186,195,-9,-4,0,0
7108,Río Claro,2018,2m,241,247,13,19,0,1
7109,San Clemente,2018,2m,228,222,-6,-1,0,0
7305,Rauco,2018,2m,191,200,-24,-9,-1,0
7306,Romeral,2018,2m,237,223,0,-17,0,-1
7307,Sagrada Familia,2018,2m,234,223,-8,6,0,0
7101,Talca,2018,2m,249,263,-3,-3,0,0
7102,Constitución,2018,2m,254,272,-2,-1,0,0
7103,Curepto,2018,2m,229,233,-8,-14,0,-1
8301,Los Ángeles,2018,2m,252,270,-5,-2,0,0
8302,Antuco,2018,2m,226,231,-14,-6,0,0
8303,Cabrero,2018,2m,243,256,0,6,0,0
8304,Laja,2018,2m,240,261,-8,5,0,0
8305,Mulchén,2018,2m,242,242,4,8,0,0
8306,Nacimiento,2018,2m,242,249,5,-12,0,-1
8205,Curanilahue,2018,2m,228,253,-8,-2,0,0
8206,Los Álamos,2018,2m,237,233,0,1,0,0
8207,Tirúa,2018,2m,210,207,-17,-13,-1,0
8111,Tomé,2018,2m,241,240,18,13,1,1
8112,Hualpén,2018,2m,256,285,7,8,1,1
8201,Lebu,2018,2m,250,266,3,14,0,1
8202,Arauco,2018,2m,244,257,-2,7,0,0
8203,Cañete,2018,2m,255,262,1,8,0,1
8204,Contulmo,2018,2m,250,274,7,43,0,1
8105,Hualqui,2018,2m,226,232,-10,5,0,0
8106,Lota,2018,2m,241,254,5,15,0,1
8107,Penco,2018,2m,241,252,-1,11,0,1
8108,San Pedro de la Paz,2018,2m,261,299,-3,4,0,0
8109,Santa Juana,2018,2m,237,245,-1,-5,0,0
8110,Talcahuano,2018,2m,249,264,-2,-2,0,0
8311,Santa Bárbara,2018,2m,240,233,7,14,0,1
8312,Tucapel,2018,2m,243,238,-6,5,0,0
8101,Concepción,2018,2m,251,273,-5,-4,0,0
8102,Coronel,2018,2m,240,248,-2,2,0,0
8103,Chiguayante,2018,2m,263,296,4,3,0,0
8104,Florida,2018,2m,232,231,-8,4,0,0
8313,Yumbel,2018,2m,245,248,-6,-4,0,0
8314,Alto Biobío,2018,2m,215,204,7,33,0,1
8307,Negrete,2018,2m,223,219,-4,-3,0,0
8308,Quilaco,2018,2m,220,216,-35,-6,-1,0
8309,Quilleco,2018,2m,220,225,-14,0,-1,0
8310,San Rosendo,2018,2m,267,266,54,42,1,1
9201,Angol,2018,2m,250,264,-2,3,0,0
9202,Collipulli,2018,2m,241,241,-2,3,0,0
9203,Curacautín,2018,2m,235,231,7,5,0,0
9204,Ercilla,2018,2m,232,239,5,49,0,1
9205,Lonquimay,2018,2m,231,211,-18,-16,-1,-1
9206,Los Sauces,2018,2m,221,212,0,12,0,0
9118,Toltén,2018,2m,228,216,-16,-23,-1,-1
9120,Villarrica,2018,2m,252,258,3,2,0,0
9107,Gorbea,2018,2m,226,217,-3,-9,0,0
9109,Loncoche,2018,2m,249,264,2,5,0,0
9112,Padre las Casas,2018,2m,244,248,3,10,0,1
9114,Pitrufquén,2018,2m,250,255,2,7,0,0
9115,Pucón,2018,2m,254,253,5,3,0,0
9117,Teodoro Schmidt,2018,2m,238,224,12,18,0,1
9113,Perquenco,2018,2m,237,233,-5,8,0,0
9116,Saavedra,2018,2m,229,207,2,5,0,0
9119,Vilcún,2018,2m,237,242,-8,-3,0,0
9121,Cholchol,2018,2m,227,221,-11,2,-1,0
9104,Curarrehue,2018,2m,228,201,-13,-9,0,0
9105,Freire,2018,2m,226,212,-11,-9,-1,0
9102,Carahue,2018,2m,240,228,8,6,0,0
9103,Cunco,2018,2m,242,235,5,5,0,0
9106,Galvarino,2018,2m,222,230,-9,12,0,0
9108,Lautaro,2018,2m,228,230,-2,-6,0,0
9110,Melipeuco,2018,2m,246,224,-9,-8,0,0
9111,Nueva Imperial,2018,2m,233,233,-6,-3,0,0
9207,Lumaco,2018,2m,220,212,-8,0,0,0
9208,Purén,2018,2m,246,247,-11,-7,-1,0
9209,Renaico,2018,2m,215,213,-2,14,0,0
9210,Traiguén,2018,2m,235,237,-5,2,0,0
9211,Victoria,2018,2m,242,247,1,5,0,0
9101,Temuco,2018,2m,256,272,5,1,0,0
10101,Puerto Montt,2018,2m,251,264,3,-1,0,0
10102,Calbuco,2018,2m,238,247,-10,-8,-1,0
10103,Cochamó,2018,2m,249,236,-5,8,0,0
10104,Fresia,2018,2m,225,224,-14,-5,-1,0
10105,Frutillar,2018,2m,236,253,-5,4,0,0
10106,Los Muermos,2018,2m,238,244,3,6,0,0
10305,Río Negro,2018,2m,248,257,-5,7,0,0
10306,San Juan de la Costa,2018,2m,236,210,9,-11,0,0
10307,San Pablo,2018,2m,232,221,-6,-5,0,0
10401,Chaitén,2018,2m,233,237,-13,2,0,0
10402,Futaleufú,2018,2m,247,276,-21,-15,-1,0
10404,Palena,2018,2m,231,257,-35,-27,-1,-1
10209,Quemchi,2018,2m,225,226,14,-6,0,0
10210,Quinchao,2018,2m,251,254,-1,3,0,0
10301,Osorno,2018,2m,258,275,-4,-1,0,0
10302,Puerto Octay,2018,2m,235,223,6,0,0,0
10303,Purranque,2018,2m,249,249,-2,-5,0,0
10304,Puyehue,2018,2m,241,263,-4,-11,0,0
10203,Chonchi,2018,2m,240,237,-2,-4,0,0
10204,Curaco de Vélez,2018,2m,226,242,-2,0,0,0
10205,Dalcahue,2018,2m,204,205,1,-1,0,0
10206,Puqueldón,2018,2m,NA,NA,NA,NA,NA,NA
10207,Queilén,2018,2m,246,258,-5,7,0,0
10208,Quellón,2018,2m,248,253,7,10,0,1
10107,Llanquihue,2018,2m,223,229,-16,-8,-1,0
10108,Maullín,2018,2m,230,222,4,-5,0,0
10109,Puerto Varas,2018,2m,258,282,-7,-1,0,0
10403,Hualaihué,2018,2m,251,231,14,4,1,0
10201,Castro,2018,2m,252,260,-7,-7,0,0
10202,Ancud,2018,2m,245,249,-2,-10,0,-1
11101,Coyhaique,2018,2m,244,270,-6,3,0,0
11102,Lago Verde,2018,2m,NA,NA,NA,NA,NA,NA
11201,Aysén,2018,2m,250,261,-4,-5,0,0
11202,Cisnes,2018,2m,232,223,-8,-21,0,-1
11203,Guaitecas,2018,2m,230,241,-26,-5,-1,0
11301,Cochrane,2018,2m,274,254,11,3,0,0
11302,O'higgins,2018,2m,NA,NA,NA,NA,NA,NA
11303,Tortel,2018,2m,NA,NA,NA,NA,NA,NA
11401,Chile Chico,2018,2m,235,241,-19,-15,-1,0
11402,Río Ibáñez,2018,2m,218,226,6,7,0,0
12101,Punta Arenas,2018,2m,252,264,0,3,0,0
12102,Laguna Blanca,2018,2m,NA,NA,NA,NA,NA,NA
12103,Río Verde,2018,2m,NA,NA,NA,NA,NA,NA
12104,San Gregorio,2018,2m,NA,NA,NA,NA,NA,NA
12201,Cabo de Hornos,2018,2m,263,264,0,-1,0,0
12202,Antártica,2018,2m,NA,NA,NA,NA,NA,NA
12301,Porvenir,2018,2m,239,246,-3,34,0,1
12302,Primavera,2018,2m,NA,NA,NA,NA,NA,NA
12303,Timaukel,2018,2m,NA,NA,NA,NA,NA,NA
12401,Natales,2018,2m,250,254,3,2,0,0
12402,Torres del Paine,2018,2m,NA,NA,NA,NA,NA,NA
13101,Santiago,2018,2m,250,272,-4,-4,0,0
13121,Pedro Aguirre Cerda,2018,2m,239,252,-7,-2,0,0
13129,San Joaquín,2018,2m,234,243,5,-3,0,0
13130,San Miguel,2018,2m,244,253,-3,-2,0,0
13105,El Bosque,2018,2m,242,258,-4,-3,0,0
13109,La Cisterna,2018,2m,238,251,-3,-2,0,0
13127,Recoleta,2018,2m,246,259,1,-1,0,0
13301,Colina,2018,2m,254,281,-9,-5,-1,0
13302,Lampa,2018,2m,235,239,-1,-1,0,0
13303,Tiltil,2018,2m,234,232,1,8,0,0
13202,Pirque,2018,2m,243,242,-6,-7,0,0
13203,San José de Maipo,2018,2m,234,229,-14,-9,-1,0
13104,Conchalí,2018,2m,232,244,-5,-1,0,0
13107,Huechuraba,2018,2m,263,296,1,-1,0,0
13108,Independencia,2018,2m,244,250,0,-2,0,0
13125,Quilicura,2018,2m,251,272,-1,-3,0,0
13603,Isla de Maipo,2018,2m,243,255,-2,-4,0,0
13604,Padre Hurtado,2018,2m,238,241,-7,-17,0,-1
13605,Peñaflor,2018,2m,240,244,-2,-5,0,0
13110,La Florida,2018,2m,252,270,1,0,0,0
13112,La Pintana,2018,2m,237,249,-7,-4,-1,0
13201,Puente Alto,2018,2m,252,270,-1,-5,0,0
13502,Alhué,2018,2m,218,212,-22,-17,-1,0
13503,Curacaví,2018,2m,238,242,-3,-4,0,0
13504,María Pinto,2018,2m,218,223,2,13,0,1
13505,San Pedro,2018,2m,216,214,-18,2,-1,0
13601,Talagante,2018,2m,249,265,-5,0,0,0
13602,El Monte,2018,2m,231,231,-6,7,0,0
13117,Lo Prado,2018,2m,230,233,-5,5,0,0
13119,Maipú,2018,2m,253,275,-5,-5,0,0
13124,Pudahuel,2018,2m,243,254,3,-9,0,-1
13126,Quinta Normal,2018,2m,230,240,-6,-12,0,-1
13128,Renca,2018,2m,250,266,-7,-4,-1,0
13501,Melipilla,2018,2m,244,254,-2,-7,0,0
13122,Peñalolén,2018,2m,252,279,-6,3,0,0
13123,Providencia,2018,2m,263,299,-4,-3,0,0
13132,Vitacura,2018,2m,277,329,-6,-2,0,0
13102,Cerrillos,2018,2m,238,260,-12,-6,-1,0
13103,Cerro Navia,2018,2m,230,238,0,4,0,0
13106,Estación Central,2018,2m,240,254,5,3,0,0
13404,Paine,2018,2m,246,259,-5,-7,0,0
13113,La Reina,2018,2m,265,305,-5,-1,0,0
13114,Las Condes,2018,2m,273,320,0,3,0,0
13115,Lo Barnechea,2018,2m,273,324,-5,-1,0,0
13118,Macul,2018,2m,246,270,6,6,0,0
13120,Ñuñoa,2018,2m,250,275,-3,-3,0,0
13111,La granja,2018,2m,242,250,-7,-10,0,-1
13116,Lo Espejo,2018,2m,245,249,3,0,0,0
13131,San Ramón,2018,2m,239,247,-2,4,0,0
13401,San Bernardo,2018,2m,246,256,-2,-5,0,0
13402,Buin,2018,2m,239,255,-5,-2,0,0
13403,Calera de Tango,2018,2m,252,283,7,9,0,0
14101,Valdivia,2018,2m,255,264,-2,0,0,0
14102,Corral,2018,2m,246,246,-11,4,0,0
14103,Lanco,2018,2m,235,222,-10,-18,-1,-1
14104,Los Lagos,2018,2m,213,213,-14,-6,-1,0
14105,Máfil,2018,2m,251,225,12,1,1,0
14106,Mariquina,2018,2m,249,246,-3,1,0,0
14107,Paillaco,2018,2m,251,242,7,11,0,1
14108,Panguipulli,2018,2m,249,250,-6,-2,0,0
14201,La Unión,2018,2m,254,273,-13,-8,-1,0
14202,Futrono,2018,2m,234,233,-17,-7,-1,0
14203,Lago Ranco,2018,2m,256,257,10,13,0,0
14204,Río Bueno,2018,2m,252,248,1,2,0,0
15101,Arica,2018,2m,249,265,-3,-1,0,0
15102,Camarones,2018,2m,225,203,0,0,0,0
15201,Putre,2018,2m,238,229,15,22,0,0
15202,General Lagos,2018,2m,NA,NA,NA,NA,NA,NA
16101,Chillán,2018,2m,250,265,-4,-6,0,0
16102,Bulnes,2018,2m,243,246,-5,-8,0,0
16103,Chillán Viejo,2018,2m,241,248,-9,-1,0,0
16104,El Carmen,2018,2m,232,239,4,2,0,0
16105,Pemuco,2018,2m,221,229,3,12,0,0
16106,Pinto,2018,2m,220,226,-21,4,-1,0
16201,Quirihue,2018,2m,259,255,-7,-8,0,0
16202,Cobquecura,2018,2m,215,209,0,6,0,0
16203,Coelemu,2018,2m,257,273,16,17,1,1
16207,Treguaco,2018,2m,245,233,-6,-39,0,-1
16301,San Carlos,2018,2m,252,270,-1,3,0,0
16302,Coihueco,2018,2m,236,237,2,-4,0,0
16107,Quillón,2018,2m,247,256,3,-10,0,0
16108,San Ignacio,2018,2m,231,237,-8,9,0,0
16109,Yungay,2018,2m,255,258,-5,-15,0,-1
16303,Ñiquén,2018,2m,208,223,-16,0,-1,0
16304,San Fabián,2018,2m,232,227,-27,-25,-1,-1
16305,San Nicolás,2018,2m,282,324,-17,-9,-1,-1
16204,Ninhue,2018,2m,236,220,-8,-15,0,0
16205,Portezuelo,2018,2m,229,234,-5,4,0,0
16206,Ránquil,2018,2m,225,232,5,13,0,0
